iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AFG,Asia,Afghanistan,2020-06-26,30441.0,276.0,365.571,682.0,8.0,18.571,781.975,7.09,9.391,17.519,0.206,0.477,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-06-27,30606.0,165.0,311.143,716.0,34.0,20.429,786.214,4.239,7.993,18.393,0.873,0.525,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-06-28,30957.0,351.0,302.857,728.0,12.0,20.429,795.23,9.017,7.78,18.701,0.308,0.525,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-06-29,31228.0,271.0,297.286,740.0,12.0,20.429,802.192,6.962,7.637,19.009,0.308,0.525,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-06-30,31507.0,279.0,290.857,752.0,12.0,19.286,809.359,7.167,7.472,19.318,0.308,0.495,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-07-01,31826.0,319.0,303.0,780.0,28.0,20.286,817.553,8.195,7.784,20.037,0.719,0.521,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-07-02,32012.0,186.0,263.857,809.0,29.0,19.286,822.331,4.778,6.778,20.782,0.745,0.495,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-07-03,32314.0,302.0,267.571,821.0,12.0,19.857,830.089,7.758,6.873,21.09,0.308,0.51,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-07-04,32662.0,348.0,293.714,828.0,7.0,16.0,839.029,8.94,7.545,21.27,0.18,0.411,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-07-05,32941.0,279.0,283.429,866.0,38.0,19.714,846.196,7.167,7.281,22.246,0.976,0.506,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-07-06,33180.0,239.0,278.857,900.0,34.0,22.857,852.335,6.139,7.163,23.119,0.873,0.587,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-07-07,33374.0,194.0,266.714,922.0,22.0,24.286,857.319,4.984,6.851,23.685,0.565,0.624,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-07-08,33584.0,210.0,251.143,939.0,17.0,22.714,862.713,5.395,6.451,24.121,0.437,0.583,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
